Date,Open,High,Low,Close,Adj Close,Volume
2022-06-10,1.061921,1.064215,1.050773,1.061921,1.061921,0
2022-06-13,1.048999,1.049759,1.041905,1.048999,1.048999,0
2022-06-14,1.041515,1.048240,1.039825,1.041515,1.041515,0
2022-06-15,1.044059,1.050718,1.038627,1.044059,1.044059,0
2022-06-16,1.045620,1.053031,1.038260,1.045620,1.045620,0
2022-06-17,1.054685,1.055175,1.044561,1.054685,1.054685,0
2022-06-20,1.049142,1.054519,1.048636,1.049142,1.049142,0
2022-06-21,1.052078,1.058190,1.051425,1.052078,1.052078,0
2022-06-22,1.053264,1.060288,1.047186,1.053264,1.053264,0
2022-06-23,1.056412,1.058067,1.048449,1.056412,1.056412,0
2022-06-24,1.052011,1.056915,1.051370,1.052011,1.052011,0
2022-06-27,1.056613,1.061425,1.055086,1.056613,1.056613,0
2022-06-28,1.058089,1.060502,1.050575,1.058089,1.058089,0
2022-06-29,1.052355,1.053630,1.046803,1.052355,1.052355,0
2022-06-30,1.044659,1.047878,1.038389,1.044659,1.044659,0
2022-07-01,1.047768,1.047790,1.036989,1.047768,1.047768,0
2022-07-04,1.043395,1.046353,1.041808,1.043395,1.043395,0
2022-07-05,1.043319,1.044856,1.023730,1.043319,1.043319,0
2022-07-06,1.025767,1.027390,1.016219,1.025767,1.025767,0
2022-07-07,1.018641,1.021920,1.015332,1.018641,1.018641,0
2022-07-08,1.016984,1.019108,1.007973,1.016984,1.016984,0
2022-07-11,1.016611,1.016777,1.005429,1.016611,1.016611,0
2022-07-12,1.004753,1.007384,1.000110,1.004753,1.004753,0
2022-07-13,1.003311,1.011624,0.999890,1.003311,1.003311,0
2022-07-14,1.003271,1.004924,0.995362,1.003271,1.003271,0
2022-07-15,1.002567,1.009795,1.001061,1.002567,1.002567,0
2022-07-18,1.009632,1.019888,1.008237,1.009632,1.009632,0
2022-07-19,1.014518,1.026821,1.012566,1.014518,1.014518,0
2022-07-20,1.023133,1.027190,1.017594,1.023133,1.023133,0
2022-07-21,1.018278,1.027538,1.016312,1.018278,1.018278,0
2022-07-22,1.022108,1.025515,1.013397,1.022108,1.022108,0
2022-07-25,1.020023,1.025641,1.018060,1.020023,1.020023,0
2022-07-26,1.022495,1.024905,1.011398,1.022495,1.022495,0
2022-07-27,1.012956,1.017191,1.010744,1.012956,1.012956,0
2022-07-28,1.020929,1.023311,1.011572,1.020929,1.020929,0
2022-07-29,1.019233,1.025378,1.014858,1.019233,1.019233,0
2022-08-01,1.020825,1.027749,1.020960,1.020825,1.020825,0
2022-08-02,1.026136,1.029315,1.018371,1.026136,1.026136,0
2022-08-03,1.015569,1.020762,1.012320,1.015569,1.015569,0
2022-08-04,1.015765,1.023248,1.015600,1.015765,1.015765,0
2022-08-05,1.024779,1.024905,1.014363,1.024779,1.024779,0
2022-08-08,1.017087,1.022181,1.016002,1.017087,1.017087,0
2022-08-09,1.019763,1.024695,1.018921,1.019763,1.019763,0
2022-08-10,1.020814,1.036914,1.020304,1.020814,1.020814,0
2022-08-11,1.030078,1.036592,1.027633,1.030078,1.030078,0
2022-08-12,1.031672,1.032738,1.023961,1.031672,1.031672,0
2022-08-15,1.025641,1.026715,1.018226,1.025641,1.025641,0
2022-08-16,1.016198,1.019441,1.012340,1.016198,1.016198,0
2022-08-17,1.017066,1.019784,1.014806,1.017066,1.017066,0
2022-08-18,1.018019,1.019368,1.011317,1.018019,1.018019,0
2022-08-19,1.008990,1.011225,1.003623,1.008990,1.008990,0
2022-08-22,1.003522,1.004823,0.992773,1.003522,1.003522,0
2022-08-23,0.993947,1.001904,0.990315,0.993947,0.993947,0
2022-08-24,0.996691,0.999820,0.991198,0.996691,0.996691,0
2022-08-25,0.996910,1.003059,0.995679,0.996910,0.996910,0
2022-08-26,0.997128,1.008827,0.994728,0.997128,0.997128,0
2022-08-29,0.993868,1.003110,0.991493,0.993868,0.993868,0
2022-08-30,1.001402,1.005227,0.998343,1.001402,1.001402,0
2022-08-31,1.002506,1.007739,0.997168,1.002506,1.002506,0
2022-09-01,1.003905,1.004581,0.991739,1.003905,1.003905,0
2022-09-02,0.995233,1.003331,0.995124,0.995233,0.995233,0
2022-09-05,0.990943,0.994352,0.988084,0.990943,0.990943,0
2022-09-06,0.995223,0.998532,0.986514,0.995223,0.995223,0
2022-09-07,0.989795,0.995520,0.987781,0.989795,0.989795,0
2022-09-08,0.999570,1.002908,0.993345,0.999570,0.999570,0
2022-09-09,1.001202,1.011225,1.000931,1.001202,1.001202,0
2022-09-12,1.007141,1.019680,1.006472,1.007141,1.007141,0
2022-09-13,1.012956,1.018745,0.999580,1.012956,1.012956,0
2022-09-14,0.998203,1.002275,0.996363,0.998203,0.998203,0
2022-09-15,0.998403,1.001793,0.995748,0.998403,0.998403,0
2022-09-16,0.998831,1.003563,0.994580,0.998831,0.998831,0
2022-09-19,1.002235,1.002808,0.996681,1.002235,1.002235,0
2022-09-20,1.002959,1.005025,0.995708,1.002959,1.002959,0
2022-09-21,0.997079,0.997407,0.986914,0.997079,0.997079,0
2022-09-22,0.983072,0.990619,0.981104,0.983072,0.983072,0
2022-09-23,0.984155,0.985222,0.970393,0.984155,0.984155,0
2022-09-26,0.968992,0.969989,0.958231,0.968992,0.968992,0
2022-09-27,0.962371,0.967006,0.959453,0.962371,0.962371,0
2022-09-28,0.959619,0.968626,0.954016,0.959619,0.959619,0
2022-09-29,0.970817,0.978732,0.963828,0.970817,0.970817,0
2022-09-30,0.982956,0.984999,0.973606,0.982956,0.982956,0
2022-10-03,0.979269,0.984426,0.975362,0.979269,0.979269,0
2022-10-04,0.983207,0.998014,0.980671,0.983207,0.983207,0
2022-10-05,0.998432,0.999420,0.983545,0.998432,0.998432,0
2022-10-06,0.991100,0.992635,0.978933,0.991100,0.991100,0
2022-10-07,0.978905,0.981605,0.973170,0.978905,0.978905,0
2022-10-10,0.973501,0.975229,0.968251,0.973501,0.973501,0
2022-10-11,0.971006,0.975810,0.967399,0.971006,0.971006,0
2022-10-12,0.970017,0.973302,0.966968,0.970017,0.970017,0
2022-10-13,0.970798,0.979509,0.963595,0.970798,0.970798,0
2022-10-14,0.975134,0.980383,0.970949,0.975134,0.975134,0
2022-10-17,0.973937,0.984707,0.972450,0.973937,0.973937,0
2022-10-18,0.984640,0.987362,0.981460,0.984640,0.984640,0
2022-10-19,0.986388,0.986699,0.976019,0.986388,0.986388,0
2022-10-20,0.976648,0.984514,0.975553,0.976648,0.976648,0
2022-10-21,0.977890,0.985698,0.970732,0.977890,0.977890,0
2022-10-24,0.986009,0.988963,0.980892,0.986009,0.986009,0
2022-10-25,0.988650,0.997536,0.985222,0.988650,0.988650,0
2022-10-26,0.996373,1.008054,0.994461,0.996373,0.996373,0
2022-10-27,1.009194,1.009489,0.997646,1.009194,1.009194,0
2022-10-28,0.996780,0.999900,0.993147,0.996780,0.996780,0
2022-10-31,0.995500,0.996810,0.987352,0.995500,0.995500,0
2022-11-01,0.988631,0.995163,0.986213,0.988631,0.988631,0
2022-11-02,0.987791,0.991355,0.986758,0.987791,0.987791,0
2022-11-03,0.981441,0.983961,0.973122,0.981441,0.981441,0
2022-11-04,0.974963,0.993818,0.974849,0.974963,0.974963,0
2022-11-07,0.992881,1.000500,0.991945,0.992881,0.992881,0
2022-11-08,1.001863,1.009418,0.997606,1.001863,1.001863,0
2022-11-09,1.008085,1.008878,1.001252,1.008085,1.008085,0
2022-11-10,1.001954,1.018299,0.993779,1.001954,1.001954,0
2022-11-11,1.019222,1.033837,1.016622,1.019222,1.019222,0
2022-11-14,1.032855,1.035025,1.027359,1.032855,1.032855,0
2022-11-15,1.031928,1.047548,1.031385,1.031928,1.031928,0
2022-11-16,1.035786,1.043732,1.033645,1.035786,1.035786,0
2022-11-17,1.039501,1.040572,1.030949,1.039501,1.039501,0
2022-11-18,1.036173,1.039587,1.032802,1.036173,1.036173,0
2022-11-21,1.033090,1.033325,1.022704,1.033090,1.033090,0
2022-11-22,1.024569,1.029018,1.024338,1.024569,1.024569,0
2022-11-23,1.031109,1.038206,1.029813,1.031109,1.031109,0
2022-11-24,1.041623,1.044823,1.038368,1.041623,1.041623,0
2022-11-25,1.040810,1.042905,1.035615,1.040810,1.040810,0
2022-11-28,1.036753,1.049670,1.034244,1.036753,1.036753,0
2022-11-29,1.034554,1.039415,1.032546,1.034554,1.034554,0
2022-11-30,1.032450,1.039458,1.029230,1.032450,1.032450,0
2022-12-01,1.042535,1.053141,1.039793,1.042535,1.042535,0
2022-12-02,1.052842,1.054519,1.043417,1.052842,1.052842,0
2022-12-05,1.054419,1.059412,1.049241,1.054419,1.054419,0
2022-12-06,1.049692,1.053208,1.047702,1.049692,1.049692,0
2022-12-07,1.046901,1.054619,1.044376,1.046901,1.046901,0
2022-12-08,1.051326,1.056312,1.049164,1.051326,1.051326,0
2022-12-09,1.055966,1.058840,1.052000,1.055966,1.055966,0
2022-12-12,1.052222,1.057921,1.050707,1.052222,1.052222,0
2022-12-13,1.054174,1.066894,1.052931,1.054174,1.054174,0
2022-12-14,1.062665,1.066985,1.062011,1.062665,1.062665,0
2022-12-15,1.067635,1.072559,1.060738,1.067635,1.067635,0
2022-12-16,1.064056,1.066325,1.059940,1.064056,1.064056,0
2022-12-19,1.058504,1.065900,1.057720,1.058504,1.058504,0
2022-12-20,1.061458,1.065553,1.058067,1.061458,1.061458,0
2022-12-21,1.062699,1.064351,1.059704,1.062699,1.062699,0
2022-12-22,1.061008,1.065746,1.058403,1.061008,1.061008,0
2022-12-23,1.060333,1.063117,1.058795,1.060333,1.060333,0
2022-12-26,1.066780,1.063717,1.060895,1.066780,1.066780,0
2022-12-27,1.064022,1.066900,1.061244,1.064022,1.064022,0
2022-12-28,1.063717,1.067430,1.061391,1.063717,1.063717,0
2022-12-29,1.062925,1.067019,1.061233,1.062925,1.062925,0
2022-12-30,1.066075,1.069793,1.063920,1.066075,1.066075,0
2023-01-02,1.070973,1.071237,1.065326,1.070973,1.070973,0
2023-01-03,1.067771,1.068262,1.052155,1.067771,1.067771,0
2023-01-04,1.054685,1.063151,1.054596,1.054685,1.054685,0
2023-01-05,1.060637,1.063264,1.051558,1.060637,1.060637,0
2023-01-06,1.052222,1.062225,1.048526,1.052222,1.052222,0
2023-01-09,1.065632,1.075951,1.065280,1.065632,1.065632,0
2023-01-10,1.073318,1.075685,1.071318,1.073318,1.073318,0
2023-01-11,1.073895,1.077470,1.072685,1.073895,1.073895,0
2023-01-12,1.076600,1.083835,1.073802,1.076600,1.076600,0
2023-01-13,1.086024,1.086779,1.078063,1.086024,1.086024,0
2023-01-16,1.082462,1.087548,1.080264,1.082462,1.082462,0
2023-01-17,1.083013,1.086909,1.078702,1.083013,1.083013,0
2023-01-18,1.079331,1.088447,1.076704,1.079331,1.079331,0
2023-01-19,1.079785,1.083306,1.078295,1.079785,1.079785,0
2023-01-20,1.083388,1.085658,1.080462,1.083388,1.083388,0
2023-01-23,1.086472,1.091953,1.084752,1.086508,1.086508,0
2023-01-24,1.087429,1.089681,1.083929,1.087429,1.087429,0
2023-01-25,1.088815,1.092263,1.085812,1.088815,1.088815,0
2023-01-26,1.092204,1.093255,1.085164,1.092204,1.092204,0
2023-01-27,1.089443,1.090156,1.083882,1.089443,1.089443,0
2023-01-30,1.087146,1.091501,1.085458,1.087146,1.087146,0
2023-01-31,1.085069,1.086838,1.080415,1.085069,1.085069,0
2023-02-01,1.086095,1.092443,1.085293,1.086095,1.086095,0
2023-02-02,1.101285,1.102657,1.088767,1.101285,1.101285,0
2023-02-03,1.090513,1.094068,1.081105,1.090513,1.090513,0
2023-02-06,1.079086,1.080030,1.071834,1.079086,1.079086,0
2023-02-07,1.073076,1.074600,1.066951,1.073076,1.073076,0
2023-02-08,1.072973,1.076021,1.071685,1.072973,1.072973,0
2023-02-09,1.071582,1.079040,1.071157,1.071582,1.071582,0
2023-02-10,1.074229,1.075176,1.066928,1.074229,1.074229,0
2023-02-13,1.067771,1.072501,1.065723,1.067771,1.067771,0
2023-02-14,1.073042,1.079844,1.070996,1.073042,1.073042,0
2023-02-15,1.073572,1.074460,1.066598,1.073572,1.073572,0
2023-02-16,1.069176,1.072225,1.065575,1.069176,1.069176,0
2023-02-17,1.066576,1.068148,1.061380,1.066576,1.066576,0
2023-02-20,1.068444,1.070549,1.067156,1.068444,1.068444,0
2023-02-21,1.068262,1.069564,1.064487,1.068262,1.068262,0
2023-02-22,1.065201,1.066553,1.061909,1.065201,1.065201,0
2023-02-23,1.060580,1.063038,1.058201,1.060580,1.060580,0
2023-02-24,1.059805,1.061425,1.053774,1.059805,1.059805,0
2023-02-27,1.055476,1.061864,1.053352,1.055476,1.055476,0
2023-02-28,1.061121,1.064500,1.058235,1.061121,1.061121,0
2023-03-01,1.057731,1.069107,1.056569,1.057731,1.057731,0
2023-03-02,1.066894,1.067270,1.058347,1.066894,1.066894,0
2023-03-03,1.059973,1.062925,1.059131,1.059973,1.059973,0
2023-03-06,1.062620,1.069381,1.062304,1.062620,1.062620,0
2023-03-07,1.068833,1.069633,1.057161,1.068833,1.068833,0
2023-03-08,1.055075,1.057328,1.052665,1.055075,1.055075,0
2023-03-09,1.054953,1.058649,1.053852,1.054953,1.054953,0
2023-03-10,1.058470,1.069862,1.057574,1.058470,1.058470,0
2023-03-13,1.068365,1.073722,1.065235,1.068365,1.068365,0
2023-03-14,1.072501,1.074714,1.067965,1.072501,1.072501,0
2023-03-15,1.072766,1.076009,1.052034,1.072766,1.072766,0
2023-03-16,1.058335,1.063456,1.055509,1.058335,1.058335,0
2023-03-17,1.061413,1.066963,1.061211,1.061413,1.061413,0
2023-03-20,1.067886,1.073053,1.063242,1.067886,1.067886,0
2023-03-21,1.071915,1.078725,1.070492,1.071915,1.071915,0
2023-03-22,1.077424,1.080147,1.075951,1.077424,1.077424,0
2023-03-23,1.087039,1.092900,1.086862,1.087039,1.087039,0
2023-03-24,1.083506,1.083900,1.071892,1.083506,1.083506,0
2023-03-27,1.077819,1.079600,1.074807,1.077819,1.077819,0
2023-03-28,1.080707,1.084900,1.080404,1.080707,1.080707,0
2023-03-29,1.083952,1.087200,1.082134,1.083952,1.083952,0
2023-03-30,1.084363,1.092395,1.082696,1.084363,1.084363,0
2023-03-31,1.090465,1.092586,1.086059,1.090465,1.090465,0
2023-04-03,1.080334,1.091572,1.078935,1.080334,1.080334,0
2023-04-04,1.091227,1.097165,1.088388,1.091227,1.091227,0
2023-04-05,1.096011,1.096924,1.090536,1.096011,1.096011,0
2023-04-06,1.090334,1.093016,1.088554,1.090334,1.090334,0
2023-04-07,1.092013,1.092538,1.088104,1.092013,1.092013,0
2023-04-10,1.091358,1.091822,1.083248,1.091358,1.091358,0
2023-04-11,1.086933,1.092669,1.086803,1.086933,1.086933,0
2023-04-12,1.091751,1.099856,1.091524,1.091751,1.091751,0
2023-04-13,1.099989,1.106900,1.098165,1.099989,1.099989,0
2023-04-14,1.105461,1.107542,1.097803,1.105461,1.105461,0
2023-04-17,1.098660,1.099904,1.091072,1.098660,1.098660,0
2023-04-18,1.092538,1.098346,1.092275,1.092538,1.092538,0
2023-04-19,1.097538,1.098660,1.091834,1.097538,1.097538,0
2023-04-20,1.095218,1.098901,1.093434,1.095218,1.095218,0
2023-04-21,1.097093,1.099251,1.093972,1.097093,1.097093,0
2023-04-24,1.099227,1.103424,1.096876,1.099227,1.099227,0
2023-04-25,1.105950,1.106807,1.096924,1.105950,1.105950,0
2023-04-26,1.097839,1.109410,1.096924,1.097839,1.097839,0
2023-04-27,1.104728,1.106562,1.099421,1.104728,1.104728,0
2023-04-28,1.103205,1.104374,1.096563,1.103205,1.103205,0
2023-05-01,1.101091,1.103558,1.096696,1.101091,1.101091,0
2023-05-02,1.096924,1.100522,1.094355,1.096924,1.096924,0
2023-05-03,1.101091,1.105816,1.100594,1.101091,1.101091,0
2023-05-04,1.106893,1.109139,1.098684,1.106893,1.106893,0
2023-05-05,1.102293,1.104800,1.097165,1.102293,1.102293,0
2023-05-08,1.101868,1.105339,1.101249,1.101868,1.101868,0
2023-05-09,1.099614,1.100110,1.094403,1.099614,1.099614,0
2023-05-10,1.096467,1.100473,1.094283,1.096467,1.096467,0
2023-05-11,1.098406,1.099868,1.090132,1.098406,1.098406,0
2023-05-12,1.091215,1.093518,1.085564,1.091215,1.091215,0
2023-05-15,1.085270,1.089206,1.084858,1.085270,1.085270,0
2023-05-16,1.087370,1.090358,1.085670,1.087370,1.087370,0
2023-05-17,1.086567,1.087548,1.081163,1.086567,1.086567,0
2023-05-18,1.083835,1.084952,1.076542,1.083835,1.083835,0
2023-05-19,1.077540,1.082392,1.076102,1.077540,1.077540,0
2023-05-22,1.082275,1.083072,1.079657,1.082275,1.082275,0
2023-05-23,1.081105,1.082134,1.076380,1.081105,1.081105,0
2023-05-24,1.076971,1.079937,1.074968,1.076971,1.076971,0
2023-05-25,1.075732,1.075419,1.070996,1.075732,1.075732,0
2023-05-26,1.072444,1.075755,1.070205,1.072444,1.072444,0
2023-05-29,1.072306,1.074576,1.070629,1.072306,1.072306,0
2023-05-30,1.070767,1.074576,1.067338,1.070767,1.070767,0
2023-05-31,1.073307,1.073883,1.065167,1.073307,1.073307,0
2023-06-01,1.069519,1.075400,1.066416,1.069519,1.069519,0
2023-06-02,1.076079,1.077935,1.071811,1.076079,1.076079,0
2023-06-05,1.069862,1.072271,1.067475,1.069862,1.069862,0
2023-06-06,1.071180,1.073307,1.066735,1.071180,1.071180,0
2023-06-07,1.069805,1.074022,1.066883,1.069805,1.069805,0
2023-06-08,1.070744,1.078283,1.070217,1.070744,1.070744,0
2023-06-09,1.078272,1.078749,1.074772,1.078272,1.078272,0
2023-06-12,1.075095,1.078970,1.073434,1.075095,1.075095,0
2023-06-13,1.076299,1.082251,1.076056,1.076299,1.076299,0
2023-06-14,1.078935,1.085835,1.077575,1.078935,1.078935,0
2023-06-15,1.084305,1.093853,1.080427,1.084305,1.084305,0
2023-06-16,1.094595,1.097100,1.092013,1.094595,1.094595,0
2023-06-19,1.094212,1.094931,1.091100,1.094212,1.094212,0
2023-06-20,1.092430,1.094523,1.089455,1.092430,1.092430,0
2023-06-21,1.092037,1.096131,1.090667,1.092037,1.092037,0
2023-06-22,1.099264,1.101115,1.095110,1.099264,1.099264,0
2023-06-23,1.095890,1.095890,1.084505,1.095890,1.095890,0
2023-06-26,1.090667,1.092180,1.088815,1.090667,1.090667,0
2023-06-27,1.091048,1.097610,1.090322,1.091048,1.091048,0
2023-06-28,1.095722,1.096251,1.089966,1.095722,1.095722,0
2023-06-29,1.091584,1.094068,1.086236,1.091584,1.091584,0
2023-06-30,1.086803,1.093374,1.083647,1.086803,1.086803,0
2023-07-03,1.090750,1.093135,1.087181,1.090750,1.090750,0
2023-07-04,1.091310,1.091822,1.089075,1.091310,1.091310,0
2023-07-05,1.088495,1.090620,1.086508,1.088495,1.088495,0
2023-07-06,1.085658,1.090156,1.083435,1.085658,1.085658,0
2023-07-07,1.089064,1.096467,1.086862,1.089064,1.089064,0
2023-07-10,1.096972,1.099276,1.094451,1.096972,1.096972,0
2023-07-11,1.100594,1.102560,1.097864,1.100594,1.100594,0
2023-07-12,1.101406,1.112595,1.101285,1.101406,1.101406,0
2023-07-13,1.114455,1.119620,1.113065,1.114455,1.114455,0
2023-07-14,1.122347,1.124480,1.120611,1.122347,1.122347,0
2023-07-17,1.122776,1.125113,1.120549,1.122776,1.122776,0
2023-07-18,1.123760,1.127574,1.122007,1.123760,1.123760,0
2023-07-19,1.122889,1.123974,1.117631,1.122889,1.122889,0
2023-07-20,1.120523,1.122965,1.113313,1.120523,1.120523,0
2023-07-21,1.113710,1.114703,1.110963,1.113710,1.113710,0
2023-07-24,1.112533,1.114504,1.106880,1.112533,1.112533,0
2023-07-25,1.106317,1.108893,1.102208,1.106317,1.106317,0
2023-07-26,1.105046,1.108647,1.103838,1.105046,1.105046,0
2023-07-27,1.107837,1.115200,1.098491,1.107837,1.107837,0
2023-07-28,1.097876,1.104679,1.094703,1.097876,1.097876,0
